year,category,nominee,workers,winner
1949,Film | British Film in 1949,The Fallen Idol,,True
1949,Film | British Film in 1949,Hamlet,,False
1949,Film | British Film in 1949,Oliver Twist,,False
1949,Film | British Film in 1949,Once A Jolly Swagman,,False
1949,Film | British Film in 1949,The Red Shoes,,False
1949,Film | British Film in 1949,Scott Of The Antarctic,,False
1949,Film | British Film in 1949,The Small Voice,,False
1949,Film | British Film in 1949,Odd Man Out,,True
1949,Film | Documentary in 1949,Louisiana Story,,True
1949,Film | Documentary in 1949,Farrebique,,False
1949,Film | Documentary in 1949,Is Everybody Listening?,,False
1949,Film | Documentary in 1949,Shadow Of The Ruhr,,False
1949,Film | Documentary in 1949,Those Blasted Kids,,False
1949,Film | Documentary in 1949,Three Dawns To Sydney,,False
1949,Film | Documentary in 1949,The World Is Rich,,True
1949,Film | Film From Any Source in 1949,The Best Years Of Our Lives,,True
1949,Film | Film From Any Source in 1949,Hamlet,,True
1949,Film | Film From Any Source in 1949,Crossfire,,False
1949,Film | Film From Any Source in 1949,The Fallen Idol,,False
1949,Film | Film From Any Source in 1949,Four Steps In The Clouds (Quattro Passi Fra Le Nuvole),,False
1949,Film | Film From Any Source in 1949,Monsieur Vincent,,False
1949,Film | Film From Any Source in 1949,Naked City,,False
1949,Film | Film From Any Source in 1949,Paisan (Paisà),,False
1949,Film | Special Award in 1949,Atomic Physics,,True
1949,Film | Special Award in 1949,Divided World,,False
1949,Film | Special Award in 1949,Gandhi's Funeral (Paramount British Newsreel),,False
1949,Film | Special Award in 1949,Norman McLaren Abstract Reel,,False
1949,Film | Special Award in 1949,Your Children's Sleep,,False
1949,Film | Special Award in 1949,The Bear That Got A Peacock's Tail,,False
1949,Film | Special Award in 1949,The Cat's Concerto,,False
1949,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1949,No winner awarded this year,,True
1949,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1949,Hungry Minds,,False
1949,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1949,The Winslow Boy,,False
1950,Film | British Film in 1950,The Third Man,,True
1950,Film | British Film in 1950,Kind Hearts And Coronets,,False
1950,Film | British Film in 1950,Passport To Pimlico,,False
1950,Film | British Film in 1950,The Queen Of Spades,,False
1950,Film | British Film in 1950,A Run For Your Money,,False
1950,Film | British Film in 1950,The Small Back Room,,False
1950,Film | British Film in 1950,Whisky Galore,,False
1950,Film | Documentary in 1950,Daybreak In Udi,,True
1950,Film | Documentary in 1950,Circulation,,False
1950,Film | Documentary in 1950,The Cornish Engine,,False
1950,Film | Documentary in 1950,Drug Addict,,False
1950,Film | Documentary in 1950,Island Of The Lagoon (Isole Nella Laguna),,False
1950,Film | Documentary in 1950,The Liver Fluke In Great Britain,,False
1950,Film | Documentary in 1950,Report On The Refugee Problem,,False
1950,Film | Film From Any Source in 1950,Bicycle Thieves (Ladri Di Biciclette),,True
1950,Film | Film From Any Source in 1950,Ballad Of Berlin (Berliner Ballade),,False
1950,Film | Film From Any Source in 1950,The Last Stage (Ostatni Etap),,False
1950,Film | Film From Any Source in 1950,The Set-Up,,False
1950,Film | Film From Any Source in 1950,The Third Man,,False
1950,Film | Film From Any Source in 1950,The Treasure Of Sierra Madre,,False
1950,Film | Film From Any Source in 1950,The Window,,False
1950,Film | Special Award in 1950,The Martin Family (La Famille Martin),,True
1950,Film | Special Award in 1950,"Accidents Don't Happen, No. 5",,False
1950,Film | Special Award in 1950,Dots And Loops,,False
1950,Film | Special Award in 1950,A Fly About The House,,False
1950,Film | Special Award in 1950,The Legend Of St Ursula,,False
1950,Film | Special Award in 1950,Tale About A Soldier,,False
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,The Search,,True
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,Crossroads of Life (Au Carrefour De La Vie),,False
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,Daybreak In Udi,,False
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,The People Between,,False
1950,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1950,Sardinia Project,,False
1951,Film | British Film in 1951,The Blue Lamp,,True
1951,Film | British Film in 1951,Chance Of A Lifetime,,False
1951,Film | British Film in 1951,Morning Departure,,False
1951,Film | British Film in 1951,Seven Days To Noon,,False
1951,Film | British Film in 1951,State Secret,,False
1951,Film | British Film in 1951,The Wooden Horse,,False
1951,Film | Documentary in 1951,The Undefeated,,True
1951,Film | Documentary in 1951,Inland Waterways,,False
1951,Film | Documentary in 1951,Kon-Tiki,,False
1951,Film | Documentary in 1951,Green Is The Mountain (La Montagne Est Verte),,False
1951,Film | Documentary in 1951,Seal Island,,False
1951,Film | Documentary in 1951,The Vatican,,False
1951,Film | Documentary in 1951,Life Begins Tomorrow (La Vie Commence Demain),,False
1951,Film | Film From Any Source in 1951,All About Eve,,True
1951,Film | Film From Any Source in 1951,The Asphalt Jungle,,False
1951,Film | Film From Any Source in 1951,Beauty And The Beast (La Beauté Du Diable),,False
1951,Film | Film From Any Source in 1951,Intruder In The Dust,,False
1951,Film | Film From Any Source in 1951,The Men,,False
1951,Film | Film From Any Source in 1951,On The Town,,False
1951,Film | Film From Any Source in 1951,Orpheus (Orphée),,False
1951,Film | Special Award in 1951,The True Face Of Japan - This Modern Age,,True
1951,Film | Special Award in 1951,The Charms Of Life (Les Charmes De L'Existence),,False
1951,Film | Special Award in 1951,Medieval Castles,,False
1951,Film | Special Award in 1951,Muscle Beach,,False
1951,Film | Special Award in 1951,Scrapbook For 1933,,False
1951,Film | Special Award in 1951,Sound,,False
1951,Film | Special Award in 1951,The Magic Canvas,,False
1951,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1951,Intruder In The Dust,,True
1951,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1951,The Dividing Line,,False
1951,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1951,Green Is The Mountain (La Montagne Est Verte),,False
1952,Film | British Film in 1952,The Lavender Hill Mob,,True
1952,Film | British Film in 1952,The Browning Version,,False
1952,Film | British Film in 1952,The Magic Box,,False
1952,Film | British Film in 1952,The Magic Garden,,False
1952,Film | British Film in 1952,The Man In The White Suit,,False
1952,Film | British Film in 1952,Never Take No For An Answer,,False
1952,Film | British Film in 1952,No Resting Place,,False
1952,Film | British Film in 1952,White Corridors,,False
1952,Film | Documentary in 1952,Beaver Valley,,True
1952,Film | Documentary in 1952,Visit To Picasso (Bezoek aan Picasso),,False
1952,Film | Documentary in 1952,David,,False
1952,Film | Documentary in 1952,A Family Affair,,False
1952,Film | Documentary in 1952,Family Portrait,,False
1952,Film | Documentary in 1952,Oil For The Twentieth Century,,False
1952,Film | Documentary in 1952,Out Of True,,False
1952,Film | Film From Any Source in 1952,Roundabout (La Ronde),,True
1952,Film | Film From Any Source in 1952,An American In Paris,,False
1952,Film | Film From Any Source in 1952,The Browning Version,,False
1952,Film | Film From Any Source in 1952,Detective Story,,False
1952,Film | Film From Any Source in 1952,Sunday In August (Domenica D'Agosto),,False
1952,Film | Film From Any Source in 1952,Edward And Caroline (Edouard et Caroline),,False
1952,Film | Film From Any Source in 1952,Fourteen Hours,,False
1952,Film | Film From Any Source in 1952,Miss Julie (Fröken Julie),,False
1952,Film | Film From Any Source in 1952,The Lavender Hill Mob,,False
1952,Film | Film From Any Source in 1952,The Magic Box,,False
1952,Film | Film From Any Source in 1952,The Magic Garden,,False
1952,Film | Film From Any Source in 1952,The Man In The White Suit,,False
1952,Film | Film From Any Source in 1952,Never Take No For An Answer,,False
1952,Film | Film From Any Source in 1952,No Resting Place,,False
1952,Film | Film From Any Source in 1952,The Red Badge Of Courage,,False
1952,Film | Film From Any Source in 1952,The Sound Of Fury,,False
1952,Film | Film From Any Source in 1952,A Walk In the Sun,,False
1952,Film | Film From Any Source in 1952,White Corridors,,False
1952,Film | Special Award in 1952,Gerald McBoing Boing,,True
1952,Film | Special Award in 1952,Enterprise,,False
1952,Film | Special Award in 1952,Enterprise,,False
1952,Film | Special Award in 1952,Henry Moore,,False
1952,Film | Special Award in 1952,The Isle Of Man TT 1950,,False
1952,Film | Special Award in 1952,Mother's Day,,False
1952,Film | Special Award in 1952,We've Come A Long Way,,False
1952,Film | Special Award in 1952,The Diesel Story,,False
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,Four In A Jeep (Die Vier im Jeep),,True
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,A Family Affair,,False
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,The Good Life,,False
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,Power For All,,False
1952,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1952,The Sound Of Fury,,False
1953,Film | British Actor in 1953,Ralph Richardson,The Sound Barrier,True
1953,Film | British Actor in 1953,Jack Hawkins,Mandy,False
1953,Film | British Actor in 1953,James Hayter,The Pickwick Papers,False
1953,Film | British Actor in 1953,Laurence Olivier,Carrie,False
1953,Film | British Actor in 1953,Nigel Patrick,The Sound Barrier,False
1953,Film | British Actor in 1953,Alastair Sim,Folly To Be Wise,False
1953,Film | British Actress in 1953,Vivien Leigh,A Streetcar Named Desire,True
1953,Film | British Actress in 1953,Phyllis Calvert,Mandy,False
1953,Film | British Actress in 1953,Celia Johnson,I Believe In You,False
1953,Film | British Actress in 1953,Ann Todd,The Sound Barrier,False
1953,Film | British Film in 1953,The Sound Barrier,,True
1953,Film | British Film in 1953,The African Queen,,False
1953,Film | British Film in 1953,Angels One Five,,False
1953,Film | British Film in 1953,"Cry, The Beloved Country",,False
1953,Film | British Film in 1953,Mandy,,False
1953,Film | British Film in 1953,An Outcast Of The Islands,,False
1953,Film | British Film in 1953,The River,,False
1953,Film | Documentary in 1953,Royal Journey,,True
1953,Film | Documentary in 1953,Fishermen Of Negombo,,False
1953,Film | Documentary in 1953,Highlights Of Farnborough 1952,,False
1953,Film | Documentary in 1953,Journey Into History,,False
1953,Film | Documentary in 1953,Le Mans 1952,,False
1953,Film | Documentary in 1953,Nature's Half Acre,,False
1953,Film | Documentary in 1953,Ocean Terminal,,False
1953,Film | Documentary in 1953,The Open Window,,False
1953,Film | Documentary in 1953,Opera School,,False
1953,Film | Documentary in 1953,Rig 20,,False
1953,Film | Documentary in 1953,The Streamlined Pig,,False
1953,Film | Film From Any Source in 1953,The Sound Barrier,,True
1953,Film | Film From Any Source in 1953,The African Queen,,False
1953,Film | Film From Any Source in 1953,Angels One Five,,False
1953,Film | Film From Any Source in 1953,The Boy Kumasenu,,False
1953,Film | Film From Any Source in 1953,Carrie,,False
1953,Film | Film From Any Source in 1953,Golden Helmet (Casque D'Or),,False
1953,Film | Film From Any Source in 1953,"Cry, The Beloved Country",,False
1953,Film | Film From Any Source in 1953,Death Of A Salesman,,False
1953,Film | Film From Any Source in 1953,Limelight,,False
1953,Film | Film From Any Source in 1953,The Forgotten Ones (Los Olvidados),,False
1953,Film | Film From Any Source in 1953,Mandy,,False
1953,Film | Film From Any Source in 1953,Miracle In Milan (Miracolo A Milano),,False
1953,Film | Film From Any Source in 1953,An Outcast Of The Islands,,False
1953,Film | Film From Any Source in 1953,Rashomon,,False
1953,Film | Film From Any Source in 1953,The River,,False
1953,Film | Film From Any Source in 1953,Singin' In The Rain,,False
1953,Film | Film From Any Source in 1953,A Streetcar Named Desire,,False
1953,Film | Film From Any Source in 1953,"Viva, Zapata!",,False
1953,Film | Foreign Actor in 1953,Marlon Brando,"Viva, Zapata!",True
1953,Film | Foreign Actor in 1953,Humphrey Bogart,The African Queen,False
1953,Film | Foreign Actor in 1953,Pierre Fresnay,God Needs Men (Dieu A Besoin Des Hommes),False
1953,Film | Foreign Actor in 1953,Francesco Golisano,Miracle in Milan (Miracolo A Milano),False
1953,Film | Foreign Actor in 1953,Fredric March,Death Of A Salesman,False
1953,Film | Foreign Actress in 1953,Simone Signoret,Golden Helmet (Casque D'Or),True
1953,Film | Foreign Actress in 1953,Edwige Feuillère,Olivia,False
1953,Film | Foreign Actress in 1953,Katharine Hepburn,Pat And Mike,False
1953,Film | Foreign Actress in 1953,Judy Holliday,The Marrying Kind,False
1953,Film | Foreign Actress in 1953,Nicole Stéphane,The Strange Ones  (Les Enfants Terribles),False
1953,Film | Most Promising Newcomer To Film in 1953,Claire Bloom,Limelight,True
1953,Film | Most Promising Newcomer To Film in 1953,Dorothy Alison,Mandy,False
1953,Film | Most Promising Newcomer To Film in 1953,Mandy Miller,Mandy,False
1953,Film | Most Promising Newcomer To Film in 1953,Dorothy Tutin,The Importance Of Being Earnest,False
1953,Film | Special Award in 1953,Animated Genesis,,True
1953,Film | Special Award in 1953,Balance 1950,,False
1953,Film | Special Award in 1953,Basic Principles Of Lubrication,,False
1953,Film | Special Award in 1953,Demonstrations In Perception,,False
1953,Film | Special Award in 1953,Machining Of Metals,,False
1953,Film | Special Award in 1953,Organisation Of The Human Body,,False
1953,Film | Special Award in 1953,To The Rescue,,False
1953,Film | Special Award in 1953,A Phantasy,,False
1953,Film | Special Award in 1953,The Carlsen Story,,False
1953,Film | Special Award in 1953,The Angry Boy,,False
1953,Film | Special Award in 1953,The Moon,,False
1953,Film | Special Award in 1953,The Stanlow Story,,False
1953,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1953,"Cry, The Beloved Country",,True
1953,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1953,The Forgotten Ones (Los Olvidados),,False
1953,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1953,Neighbours,,False
1954,Film | British Actor in 1954,John Gielgud,Julius Caesar,True
1954,Film | British Actor in 1954,Jack Hawkins,The Cruel Sea,False
1954,Film | British Actor in 1954,Trevor Howard,The Heart of the Matter,False
1954,Film | British Actor in 1954,Duncan Macrae,The Kidnappers,False
1954,Film | British Actor in 1954,Kenneth Moore,Genevieve,False
1954,Film | British Actress in 1954,Audrey Hepburn,Roman Holiday,True
1954,Film | British Actress in 1954,Celia Johnson,The Captain's Paradise,False
1954,Film | British Film in 1954,Genevieve,,True
1954,Film | British Film in 1954,The Cruel Sea,,False
1954,Film | British Film in 1954,The Heart Of The Matter,,False
1954,Film | British Film in 1954,The Kidnappers,,False
1954,Film | British Film in 1954,Moulin Rouge,,False
1954,Film | Certificate Of Merit in 1954,Elizabeth Is Queen,,True
1954,Film | Certificate Of Merit in 1954,A Queen Is Crowned,,True
1954,Film | Certificate Of Merit in 1954,The Conquest Of Everest,Thomas Stobart,True
1954,Film | Certificate Of Merit in 1954,Erich von Stroheim,,True
1954,Film | Documentary in 1954,The Conquest Of Everest,,True
1954,Film | Documentary in 1954,White Mane (Crin Blanc),,False
1954,Film | Documentary in 1954,Elizabeth Is Queen,,False
1954,Film | Documentary in 1954,Pictures of the Middle Ages (Images Medievales),,False
1954,Film | Documentary in 1954,"Kumak, The Sleepy Hunter",,False
1954,Film | Documentary in 1954,Mille Miglia,,False
1954,Film | Documentary in 1954,Operation Hurricane,,False
1954,Film | Documentary in 1954,A Queen Is Crowned,,False
1954,Film | Documentary in 1954,Teeth Of The Wind,,False
1954,Film | Documentary in 1954,Life In The Arctic (Vo l'dakh Okeana),,False
1954,Film | Documentary in 1954,Water Birds,,False
1954,Film | Documentary in 1954,World Without End,,False
1954,Film | Film From Any Source in 1954,Forbidden Games (Jeux Interdits),,True
1954,Film | Film From Any Source in 1954,The Bad And The Beautiful,,False
1954,Film | Film From Any Source in 1954,"Come Back, Little Sheba",,False
1954,Film | Film From Any Source in 1954,The Cruel Sea,,False
1954,Film | Film From Any Source in 1954,From Here To Eternity,,False
1954,Film | Film From Any Source in 1954,Genevieve,,False
1954,Film | Film From Any Source in 1954,The Heart Of The Matter,,False
1954,Film | Film From Any Source in 1954,Julius Caesar,,False
1954,Film | Film From Any Source in 1954,The Kidnappers,,False
1954,Film | Film From Any Source in 1954,Lili,,False
1954,Film | Film From Any Source in 1954,The Little World Of Don Camillo (Le Petit Monde De Don Camillo),,False
1954,Film | Film From Any Source in 1954,The Medium,,False
1954,Film | Film From Any Source in 1954,Mogambo,,False
1954,Film | Film From Any Source in 1954,Moulin Rouge,,False
1954,Film | Film From Any Source in 1954,We Are All Murderers (Nous Sommes Tous Des Assassins),,False
1954,Film | Film From Any Source in 1954,Roman Holiday,,False
1954,Film | Film From Any Source in 1954,Shane,,False
1954,Film | Film From Any Source in 1954,The Sun Shines Bright,,False
1954,Film | Film From Any Source in 1954,Two Pennyworth Of Hope (Due Soldi Di Speranza),,False
1954,Film | Foreign Actor in 1954,Marlon Brando,Julius Caesar,True
1954,Film | Foreign Actor in 1954,Eddie Albert,Roman Holiday,False
1954,Film | Foreign Actor in 1954,Van Heflin,Shane,False
1954,Film | Foreign Actor in 1954,Claude Laydu,Diary Of A Country Priest (Journal D'Un Curé De Campagne),False
1954,Film | Foreign Actor in 1954,Marcel Mouloudji,We Are All Murderers (Nous Sommes Tous Des Assassins),False
1954,Film | Foreign Actor in 1954,Gregory Peck,Roman Holiday,False
1954,Film | Foreign Actor in 1954,Spencer Tracy,The Actress,False
1954,Film | Foreign Actress in 1954,Leslie Caron,Lili,True
1954,Film | Foreign Actress in 1954,Shirley Booth,"Come Back, Little Sheba",False
1954,Film | Foreign Actress in 1954,Marie Powers,The Medium,False
1954,Film | Foreign Actress in 1954,Maria Schell,The Heart Of The Matter,False
1954,Film | Most Promising Newcomer To Film in 1954,Norman Wisdom,Trouble In Store,True
1954,Film | Most Promising Newcomer To Film in 1954,Colette Marchand,Moulin Rouge,False
1954,Film | Special Award in 1954,The Romance Of Transportation,,True
1954,Film | Special Award in 1954,Full Circle,,False
1954,Film | Special Award in 1954,Johnny On The Run,,False
1954,Film | Special Award in 1954,Little Boy Blew,,False
1954,Film | Special Award in 1954,The Dog and the Diamonds,,False
1954,Film | Special Award in 1954,The Pleasure Garden,,False
1954,Film | Special Award in 1954,The Moving Spirit,,False
1954,Film | Special Award in 1954,The Figurehead,,False
1954,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1954,World Without End,,True
1954,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1954,Johnny on the Run,,False
1954,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1954,Teeth of the Wind,,False
1955,Film | Animated Film in 1955,Song Of The Prairie (Arie Prerie),,True
1955,Film | Animated Film in 1955,Little Brave Heart,,False
1955,Film | Animated Film in 1955,Power To Fly,,False
1955,Film | Animated Film in 1955,The Unicorn In The Garden,,False
1955,Film | British Actor in 1955,Kenneth More,Doctor In The House,True
1955,Film | British Actor in 1955,Maurice Denham,The Purple Plain,False
1955,Film | British Actor in 1955,Robert Donat,Lease Of Life,False
1955,Film | British Actor in 1955,John Mills,Hobson's Choice,False
1955,Film | British Actor in 1955,David Niven,Carrington VC,False
1955,Film | British Actor in 1955,Donald Wolfit,Svengali,False
1955,Film | British Actress in 1955,Yvonne Mitchell,The Divided Heart,True
1955,Film | British Actress in 1955,Brenda De Banzie,Hobson's Choice,False
1955,Film | British Actress in 1955,Audrey Hepburn,Sabrina Fair,False
1955,Film | British Actress in 1955,Margaret Leighton,Carrington VC,False
1955,Film | British Actress in 1955,Noelle Middleton,Carrington VC,False
1955,Film | British Film in 1955,Hobson's Choice,,True
1955,Film | British Film in 1955,Carrington VC,,False
1955,Film | British Film in 1955,The Divided Heart,,False
1955,Film | British Film in 1955,Doctor In The House,,False
1955,Film | British Film in 1955,"For Better, For Worse",,False
1955,Film | British Film in 1955,The Maggie,,False
1955,Film | British Film in 1955,The Purple Plain,,False
1955,Film | British Film in 1955,Romeo And Juliet,,False
1955,Film | British Film in 1955,The Young Lovers,,False
1955,Film | British Screenplay in 1955,The Young Lovers,"George Tabori, Robin Estridge",True
1955,Film | British Screenplay in 1955,The Divided Heart,Jack Whittingham,False
1955,Film | British Screenplay in 1955,Doctor In The House,Nicholas Phipps,False
1955,Film | British Screenplay in 1955,Hobson's Choice,"David Lean, Norman Spencer, Wynyard Browne",False
1955,Film | British Screenplay in 1955,The Knave Of Hearts,"Hugh Mills, René Clément",False
1955,Film | British Screenplay in 1955,The Maggie,William Rose,False
1955,Film | British Screenplay in 1955,The Purple Plain,Eric Ambler,False
1955,Film | British Screenplay in 1955,Romeo And Juliet,Renato Castellani,False
1955,Film | Documentary in 1955,The Great Adventure (Det Stora Äventyret),,True
1955,Film | Documentary in 1955,Back Of Beyond,,False
1955,Film | Documentary in 1955,Lekko!,,False
1955,Film | Documentary in 1955,3-2-1-Zero,,False
1955,Film | Documentary in 1955,Thursday's Children,,False
1955,Film | Film From Any Source in 1955,Wages Of Fear (Le Salaire De La Peur),,True
1955,Film | Film From Any Source in 1955,The Adventures Of Robinson Crusoe (Las Aventuras De Robinson Crusoe),,False
1955,Film | Film From Any Source in 1955,The Caine Mutiny,,False
1955,Film | Film From Any Source in 1955,Carrington VC,,False
1955,Film | Film From Any Source in 1955,The Divided Heart,,False
1955,Film | Film From Any Source in 1955,Doctor In The House,,False
1955,Film | Film From Any Source in 1955,Executive Suite,,False
1955,Film | Film From Any Source in 1955,"For Better, For Worse",,False
1955,Film | Film From Any Source in 1955,Gate Of Hell (Jigokumon),,False
1955,Film | Film From Any Source in 1955,Hobson's Choice,,False
1955,Film | Film From Any Source in 1955,How To Marry A Millionaire,,False
1955,Film | Film From Any Source in 1955,The Maggie,,False
1955,Film | Film From Any Source in 1955,The Moon Is Blue,,False
1955,Film | Film From Any Source in 1955,On the Waterfront,,False
1955,Film | Film From Any Source in 1955,"Bread, Love And Dreams (Pane, Amore E Fantasia)",,False
1955,Film | Film From Any Source in 1955,The Purple Plain,,False
1955,Film | Film From Any Source in 1955,Rear Window,,False
1955,Film | Film From Any Source in 1955,Riot In Cell Block 11,,False
1955,Film | Film From Any Source in 1955,Romeo And Juliet,,False
1955,Film | Film From Any Source in 1955,Seven Brides For Seven Brothers,,False
1955,Film | Film From Any Source in 1955,The Young Lovers,,False
1955,Film | Foreign Actor in 1955,Marlon Brando,On The Waterfront,True
1955,Film | Foreign Actor in 1955,Neville Brand,Riot In Cell Block 11,False
1955,Film | Foreign Actor in 1955,José Ferrer,The Caine Mutiny,False
1955,Film | Foreign Actor in 1955,Fredric March,Executive Suite,False
1955,Film | Foreign Actor in 1955,James Stewart,The Glenn Miller Story,False
1955,Film | Foreign Actress in 1955,Cornell Borchers,The Divided Heart,True
1955,Film | Foreign Actress in 1955,Shirley Booth,About Mrs Leslie,False
1955,Film | Foreign Actress in 1955,Judy Holliday,Phffft,False
1955,Film | Foreign Actress in 1955,Grace Kelly,Dial M For Murder,False
1955,Film | Foreign Actress in 1955,Gina Lollobrigida,"Bread, Love And Dreams (Pane, Amore E Fantasia)",False
1955,Film | Most Promising Newcomer To Film in 1955,David Kossoff,The Young Lovers,True
1955,Film | Most Promising Newcomer To Film in 1955,Maggie McNamara,The Moon is Blue,False
1955,Film | Most Promising Newcomer To Film in 1955,Eva Marie Saint,On the Waterfront,False
1955,Film | Special Award in 1955,Time Out Of War,,True
1955,Film | Special Award in 1955,Axel Petersen (Doderhultarn),,False
1955,Film | Special Award in 1955,The Origin Of Coal (Coal Mining As A Craft Part 1),,False
1955,Film | Special Award in 1955,Powered Flight: The Story of the Century,,False
1955,Film | Special Award in 1955,The Living Desert,,False
1955,Film | Special Award in 1955,The Drawings Of Leonardo Da Vinci,,False
1955,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1955,The Divided Heart,,True
1955,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1955,Time Out Of War,,False
1956,Film | Animated Film in 1956,Blinkity Blank,,True
1956,Film | Animated Film in 1956,Animal Farm,,False
1956,Film | Animated Film in 1956,Down A Long Way,,False
1956,Film | Animated Film in 1956,Fudget's Budget,,False
1956,Film | Animated Film in 1956,The Lady And The Tramp,,False
1956,Film | Animated Film in 1956,Magoo Express,,False
1956,Film | British Actor in 1956,Laurence Olivier,Richard III,True
1956,Film | British Actor in 1956,Alfie Bass,The Bespoke Overcoat,False
1956,Film | British Actor in 1956,Alec Guinness,The Prisoner,False
1956,Film | British Actor in 1956,Jack Hawkins,The Prisoner,False
1956,Film | British Actor in 1956,David Kossoff,A Kid For Two Farthings,False
1956,Film | British Actor in 1956,Kenneth More,The Deep Blue Sea,False
1956,Film | British Actor in 1956,Michael Redgrave,The Night My Number Came Up,False
1956,Film | British Actress in 1956,Katie Johnson,The Ladykillers,True
1956,Film | British Actress in 1956,Margaret Johnson,Touch And Go,False
1956,Film | British Actress in 1956,Deborah Kerr,The End Of The Affair,False
1956,Film | British Actress in 1956,Margaret Lockwood,Cast A Dark Shadow,False
1956,Film | British Film in 1956,Richard III,,True
1956,Film | British Film in 1956,The Colditz Story,,False
1956,Film | British Film in 1956,The Dambusters,,False
1956,Film | British Film in 1956,The Ladykillers,,False
1956,Film | British Film in 1956,The Night My Number Came Up,,False
1956,Film | British Film in 1956,The Prisoner,,False
1956,Film | British Film in 1956,Simba,,False
1956,Film | British Screenplay in 1956,The Ladykillers,William Rose,True
1956,Film | British Screenplay in 1956,The Constant Husband,"Sidney Gilliat, Val Valentine",False
1956,Film | British Screenplay in 1956,The Dambusters,RC Sherriff,False
1956,Film | British Screenplay in 1956,The Deep Blue Sea,Terence Rattigan,False
1956,Film | British Screenplay in 1956,Doctor At Sea,"Nicholas Phipps, Jack Davies",False
1956,Film | British Screenplay in 1956,The Night My Number Came Up,RC Sherriff,False
1956,Film | British Screenplay in 1956,The Prisoner,Bridget Boland,False
1956,Film | British Screenplay in 1956,Simba,John Baines,False
1956,Film | British Screenplay in 1956,Touch And Go,William Rose,False
1956,Film | Documentary in 1956,The Vanishing Prairie,,True
1956,Film | Documentary in 1956,Gold,,False
1956,Film | Documentary in 1956,Miner's Window,,False
1956,Film | Documentary in 1956,The Rival World,,False
1956,Film | Film From Any Source in 1956,Richard III,,True
1956,Film | Film From Any Source in 1956,Bad Day At Black Rock,,False
1956,Film | Film From Any Source in 1956,Carmen Jones,,False
1956,Film | Film From Any Source in 1956,The Colditz Story,,False
1956,Film | Film From Any Source in 1956,The Dambusters,,False
1956,Film | Film From Any Source in 1956,East Of Eden,,False
1956,Film | Film From Any Source in 1956,The Ladykillers,,False
1956,Film | Film From Any Source in 1956,Marty,,False
1956,Film | Film From Any Source in 1956,The Night My Number Came Up,,False
1956,Film | Film From Any Source in 1956,The Prisoner,,False
1956,Film | Film From Any Source in 1956,Seven Samurai,,False
1956,Film | Film From Any Source in 1956,Simba,,False
1956,Film | Film From Any Source in 1956,The  Road (La Strada),,False
1956,Film | Film From Any Source in 1956,Summer Madness,,False
1956,Film | Foreign Actor in 1956,Ernest Borgnine,Marty,True
1956,Film | Foreign Actor in 1956,James Dean,East Of Eden,False
1956,Film | Foreign Actor in 1956,Jack Lemmon,Mister Roberts,False
1956,Film | Foreign Actor in 1956,Toshiro Mifune,Seven Samurai (Shichinin No Samurai),False
1956,Film | Foreign Actor in 1956,Takashi Shimura,Seven Samurai (Shichinin No Samurai),False
1956,Film | Foreign Actor in 1956,Frank Sinatra,Not as a Stranger,False
1956,Film | Foreign Actress in 1956,Betsy Blair,Marty,True
1956,Film | Foreign Actress in 1956,Dorothy Dandridge,Carmen Jones,False
1956,Film | Foreign Actress in 1956,Judy Garland,A Star Is Born,False
1956,Film | Foreign Actress in 1956,Julie Harris,I Am A Camera,False
1956,Film | Foreign Actress in 1956,Katharine Hepburn,Summer Madness,False
